"日期","省份","城市/来源","新增确诊","疑似确诊","痊愈","死亡"
"20200321","河南省","开封市","26","0","26","0"
"20200321","河南省","洛阳市","31","0","30","1"
"20200321","河南省","平顶山市","58","0","57","1"
"20200321","河南省","安阳市","53","0","53","0"
"20200321","河南省","鹤壁市","19","0","19","0"
"20200321","河南省","新乡市","57","0","54","3"
"20200321","河南省","焦作市","32","0","31","1"
"20200321","河南省","濮阳市","17","0","17","0"
"20200321","河南省","许昌市","39","0","38","1"
"20200321","河南省","漯河市","35","0","35","0"
"20200321","河南省","三门峡市","7","0","6","1"
"20200321","河南省","南阳市","156","0","153","3"
"20200321","河南省","商丘市","91","0","88","3"
"20200321","河南省","信阳市","274","0","272","2"
"20200321","河南省","周口市","76","0","75","1"
"20200321","河南省","驻马店市","139","0","139","0"
"20200321","河南省","济源市","5","0","5","0"
"20200321","湖北省","监狱系统","0","0","0","0"
"20200321","湖北省","武汉市","50005","0","41891","2504"
"20200321","湖北省","黄石市","1015","0","972","38"
"20200321","湖北省","十堰市","672","0","663","8"
"20200321","湖北省","宜昌市","931","0","891","36"
"20200321","湖北省","襄阳市","1175","0","1131","39"
"20200321","湖北省","鄂州市","1394","0","1315","58"
"20200321","湖北省","荆门市","928","0","881","39"
"20200321","湖北省","孝感市","3518","0","3360","128"
"20200321","湖北省","荆州市","1580","0","1525","51"
"20200321","湖北省","黄冈市","2907","0","2782","125"
"20200321","湖北省","咸宁市","836","0","821","15"
"20200321","湖北省","随州市","1307","0","1242","45"
"20200321","湖北省","恩施土家族苗族自治州","252","0","245","7"
"20200321","湖北省","仙桃市","575","0","546","22"
"20200321","湖北省","潜江市","198","0","187","9"
"20200321","湖北省","天门市","496","0","481","15"
"20200321","湖北省","神农架林区","11","0","11","0"
"20200321","湖南省","长沙市","242","0","240","2"
"20200321","湖南省","株洲市","80","0","80","0"
"20200321","湖南省","湘潭市","36","0","36","0"
"20200321","湖南省","衡阳市","48","0","48","0"
"20200321","湖南省","邵阳市","102","0","101","1"
"20200321","湖南省","岳阳市","156","0","155","1"
"20200321","湖南省","常德市","82","0","82","0"
"20200321","湖南省","张家界市","5","0","5","0"
"20200321","湖南省","益阳市","60","0","60","0"
"20200321","湖南省","郴州市","39","0","39","0"
"20200321","湖南省","永州市","44","0","44","0"
"20200321","湖南省","怀化市","40","0","40","0"
"20200321","湖南省","娄底市","76","0","76","0"
"20200321","湖南省","湘西土家族苗族自治州","8","0","8","0"
"20200321","广东省","未公布来源","0","0","2","0"
"20200321","广东省","广州市","366","0","335","1"
"20200321","广东省","韶关市","10","0","9","1"
"20200321","广东省","深圳市","436","0","410","3"
"20200321","广东省","珠海市","100","0","97","1"
"20200321","广东省","汕头市","25","0","25","0"
"20200321","广东省","佛山市","87","0","81","0"
"20200321","广东省","江门市","23","0","23","0"
"20200321","广东省","湛江市","23","0","22","0"
"20200321","广东省","茂名市","14","0","14","0"
"20200321","广东省","肇庆市","20","0","18","1"
"20200321","广东省","惠州市","62","0","62","0"
"20200321","广东省","梅州市","17","0","16","0"
"20200321","广东省","汕尾市","5","0","5","0"
"20200321","广东省","河源市","4","0","4","0"
"20200321","广东省","阳江市","14","0","14","0"
"20200321","广东省","清远市","12","0","12","0"
"20200321","广东省","东莞市","100","0","99","1"
"20200321","广东省","中山市","68","0","64","0"
"20200321","广东省","潮州市","5","0","5","0"
"20200321","广东省","揭阳市","9","0","8","0"
"20200321","广东省","云浮市","0","0","0","0"
"20200321","广西壮族自治区","境外输入","2","0","0","0"
"20200321","广西壮族自治区","南宁市","55","0","55","0"
"20200321","广西壮族自治区","柳州市","24","0","24","0"
"20200321","广西壮族自治区","桂林市","32","0","32","0"
"20200321","广西壮族自治区","梧州市","5","0","5","0"
"20200321","广西壮族自治区","北海市","44","0","43","1"
"20200321","广西壮族自治区","防城港市","19","0","19","0"
"20200321","广西壮族自治区","钦州市","8","0","8","0"
"20200321","广西壮族自治区","贵港市","8","0","8","0"
"20200321","广西壮族自治区","玉林市","11","0","11","0"
"20200321","广西壮族自治区","百色市","3","0","3","0"
"20200321","广西壮族自治区","贺州市","4","0","4","0"
"20200321","广西壮族自治区","河池市","28","0","27","1"
"20200321","广西壮族自治区","来宾市","11","0","11","0"
"20200321","广西壮族自治区","崇左市","0","0","0","0"
"20200321","海南省","海口市","39","0","38","0"
"20200321","海南省","三亚市","54","0","53","1"
"20200321","海南省","三沙市","0","0","0","0"
"20200321","海南省","儋州市","15","0","14","1"
"20200321","海南省","五指山市","0","0","0","0"
"20200321","海南省","琼海市","6","0","5","1"
"20200321","海南省","文昌市","3","0","3","0"
"20200321","海南省","万宁市","13","0","13","0"
"20200321","海南省","东方市","3","0","2","1"
"20200321","海南省","定安县","3","0","2","1"
"20200321","海南省","屯昌县","0","0","0","0"
"20200321","海南省","澄迈县","9","0","8","1"
"20200321","海南省","临高县","6","0","6","0"
"20200321","海南省","白沙黎族自治县","0","0","0","0"
"20200321","海南省","昌江黎族自治县","7","0","7","0"
"20200321","海南省","乐东黎族自治县","2","0","2","0"
"20200321","海南省","陵水黎族自治县","4","0","4","0"
"20200321","海南省","保亭黎族苗族自治县","3","0","3","0"
"20200321","海南省","琼中黎族苗族自治县","1","0","1","0"
"20200321","重庆市","高新区","4","0","4","0"
"20200321","重庆市","两江新区","17","0","17","0"
"20200321","重庆市","万州区","118","0","114","4"
"20200321","重庆市","涪陵区","5","0","5","0"
"20200321","重庆市","渝中区","20","0","20","0"
"20200321","重庆市","大渡口区","7","0","7","0"
"20200321","重庆市","江北区","28","0","28","0"
"20200321","重庆市","沙坪坝区","9","0","9","0"
"20200321","重庆市","九龙坡区","21","0","20","1"
"20200321","重庆市","南岸区","15","0","15","0"
"20200321","重庆市","北碚区","0","0","0","0"
"20200321","重庆市","綦江区","23","0","23","0"
"20200321","重庆市","大足区","14","0","14","0"
"20200321","重庆市","渝北区","17","0","17","0"
"20200321","重庆市","巴南区","6","0","6","0"
"20200321","重庆市","黔江区","2","0","2","0"
"20200321","重庆市","长寿区","22","0","22","0"
"20200321","重庆市","江津区","4","0","4","0"
"20200321","重庆市","合川区","23","0","23","0"
"20200321","重庆市","永川区","5","0","5","0"
"20200321","重庆市","南川区","0","0","0","0"
"20200321","重庆市","璧山区","9","0","9","0"
"20200321","重庆市","铜梁区","10","0","10","0"
"20200321","重庆市","潼南区","18","0","18","0"
"20200321","重庆市","荣昌区","9","0","9","0"
"20200321","重庆市","开州区","21","0","20","1"
"20200321","重庆市","梁平区","4","0","4","0"
"20200321","重庆市","武隆区","1","0","1","0"
"20200321","重庆市","城口县","2","0","2","0"
"20200321","重庆市","丰都县","10","0","10","0"
"20200321","重庆市","垫江县","20","0","20","0"
"20200321","重庆市","忠县","21","0","21","0"
"20200321","重庆市","云阳县","25","0","25","0"
"20200321","重庆市","奉节县","22","0","22","0"
"20200321","重庆市","巫山县","10","0","10","0"
"20200321","重庆市","巫溪县","14","0","14","0"
"20200321","重庆市","石柱土家族自治县","15","0","15","0"
"20200321","重庆市","秀山土家族苗族自治县","1","0","1","0"
"20200321","重庆市","酉阳土家族苗族自治县","1","0","1","0"
"20200321","重庆市","彭水苗族土家族自治县","2","0","2","0"
"20200321","重庆市","万盛经开区","1","0","1","0"
"20200321","四川省","成都市","147","0","141","3"
"20200321","四川省","自贡市","9","0","9","0"
"20200321","四川省","攀枝花市","16","0","16","0"
"20200321","四川省","泸州市","24","0","24","0"
"20200321","四川省","德阳市","18","0","18","0"
"20200321","四川省","绵阳市","22","0","22","0"
"20200321","四川省","广元市","6","0","6","0"
"20200321","四川省","遂宁市","17","0","17","0"
"20200321","四川省","内江市","22","0","22","0"
"20200321","四川省","乐山市","3","0","3","0"
"20200321","四川省","南充市","39","0","39","0"
"20200321","四川省","眉山市","8","0","8","0"
"20200321","四川省","宜宾市","12","0","12","0"
"20200321","四川省","广安市","30","0","30","0"
"20200321","四川省","达州市","42","0","42","0"
"20200321","四川省","雅安市","7","0","7","0"
"20200321","四川省","巴中市","24","0","24","0"
"20200321","四川省","资阳市","4","0","4","0"
"20200321","四川省","阿坝藏族羌族自治州","1","0","1","0"
"20200321","四川省","甘孜藏族自治州","78","0","78","0"
"20200321","四川省","凉山彝族自治州","13","0","13","0"
"20200321","贵州省","贵阳市","36","0","35","1"
"20200321","贵州省","六盘水市","10","0","9","1"
"20200321","贵州省","遵义市","32","0","32","0"
"20200321","贵州省","安顺市","4","0","4","0"
"20200321","贵州省","毕节市","23","0","23","0"
"20200321","贵州省","铜仁市","10","0","10","0"
"20200321","贵州省","黔西南布依族苗族自治州","4","0","4","0"
"20200321","贵州省","黔东南苗族侗族自治州","10","0","10","0"
"20200321","贵州省","黔南布依族苗族自治州","17","0","17","0"
"20200321","云南省","境外输入","2","0","0","0"
"20200321","云南省","昆明市","53","0","53","0"
"20200321","云南省","曲靖市","13","0","13","0"
"20200321","云南省","玉溪市","14","0","13","1"
"20200321","云南省","保山市","9","0","9","0"
"20200321","云南省","昭通市","25","0","25","0"
"20200321","云南省","丽江市","7","0","7","0"
"20200321","云南省","普洱市","4","0","4","0"
"20200321","云南省","临沧市","1","0","1","0"
"20200321","云南省","楚雄彝族自治州","4","0","4","0"
"20200321","云南省","红河哈尼族彝族自治州","9","0","9","0"
"20200321","云南省","文山壮族苗族自治州","2","0","2","0"
"20200321","云南省","西双版纳傣族自治州","15","0","14","1"
"20200321","云南省","大理白族自治州","13","0","13","0"
"20200321","云南省","德宏傣族景颇族自治州","5","0","5","0"
"20200321","云南省","怒江傈僳族自治州","0","0","0","0"
"20200321","云南省","迪庆藏族自治州","0","0","0","0"
"20200321","西藏自治区","拉萨市","1","0","1","0"
"20200321","西藏自治区","日喀则市","0","0","0","0"
"20200321","西藏自治区","昌都市","0","0","0","0"
"20200321","西藏自治区","林芝市","0","0","0","0"
"20200321","西藏自治区","山南市","0","0","0","0"
"20200321","西藏自治区","那曲","0","0","0","0"
"20200321","西藏自治区","阿里地区","0","0","0","0"
"20200321","陕西省","境外输入","3","0","0","0"
"20200321","陕西省","西安市","120","0","114","3"
"20200321","陕西省","铜川市","8","0","8","0"
"20200321","陕西省","宝鸡市","13","0","13","0"
"20200321","陕西省","咸阳市","17","0","16","0"
"20200321","陕西省","渭南市","15","0","14","0"
"20200321","陕西省","延安市","8","0","8","0"
"20200321","陕西省","未公布来源","0","0","2","0"
"20200321","陕西省","汉中市","26","0","26","0"
"20200321","陕西省","榆林市","3","0","3","0"
"20200321","陕西省","安康市","26","0","26","0"
"20200321","陕西省","杨凌示范区","1","0","1","0"
"20200321","陕西省","商洛市","7","0","7","0"
"20200321","陕西省","韩城","1","0","1","0"
"20200321","甘肃省","境外输入","43","0","24","0"
"20200321","甘肃省","兰州市","36","0","34","2"
"20200321","甘肃省","嘉峪关市","0","0","0","0"
"20200321","甘肃省","金昌市","1","0","1","0"
"20200321","甘肃省","白银市","4","0","4","0"
"20200321","甘肃省","天水市","12","0","12","0"
"20200321","甘肃省","武威市","0","0","0","0"
"20200321","甘肃省","张掖市","2","0","2","0"
"20200321","甘肃省","平凉市","9","0","9","0"
"20200321","甘肃省","酒泉市","0","0","0","0"
"20200321","甘肃省","庆阳市","3","0","3","0"
"20200321","甘肃省","定西市","9","0","9","0"
"20200321","甘肃省","陇南市","4","0","4","0"
"20200321","甘肃省","临夏回族自治州","3","0","3","0"
"20200321","甘肃省","甘南藏族自治州","8","0","8","0"
"20200321","青海省","西宁市","15","0","15","0"
"20200321","青海省","海东市","0","0","0","0"
"20200321","青海省","海北藏族自治州","3","0","3","0"
"20200321","青海省","黄南藏族自治州","0","0","0","0"
"20200321","青海省","海南藏族自治州","0","0","0","0"
"20200321","青海省","果洛藏族自治州","0","0","0","0"
"20200321","青海省","玉树藏族自治州","0","0","0","0"
"20200321","青海省","海西蒙古族藏族自治州","0","0","0","0"
"20200321","宁夏回族自治区","宁东管委会","1","0","1","0"
"20200321","宁夏回族自治区","银川市","36","0","36","0"
"20200321","宁夏回族自治区","石嘴山市","1","0","1","0"
"20200321","宁夏回族自治区","吴忠市","28","0","28","0"
"20200321","宁夏回族自治区","固原市","5","0","5","0"
"20200321","宁夏回族自治区","中卫市","4","0","4","0"
"20200321","新疆维吾尔自治区","第九师","4","0","3","1"
"20200321","新疆维吾尔自治区","第七师","1","0","1","0"
"20200321","新疆维吾尔自治区","乌鲁木齐市","23","0","23","0"
"20200321","新疆维吾尔自治区","克拉玛依市","0","0","0","0"
"20200321","新疆维吾尔自治区","吐鲁番市","3","0","3","0"
"20200321","新疆维吾尔自治区","哈密市","0","0","0","0"
"20200321","新疆维吾尔自治区","第十二师","3","0","3","0"
"20200321","新疆维吾尔自治区","第四师","10","0","9","1"
"20200321","新疆维吾尔自治区","昌吉回族自治州","4","0","4","0"
"20200321","新疆维吾尔自治区","博尔塔拉蒙古自治州","0","0","0","0"
"20200321","新疆维吾尔自治区","巴音郭楞蒙古自治州","3","0","3","0"
"20200321","新疆维吾尔自治区","阿克苏地区","1","0","1","0"
"20200321","新疆维吾尔自治区","克孜勒苏柯尔克孜自治州","0","0","0","0"
"20200321","新疆维吾尔自治区","喀什地区","0","0","0","0"
"20200321","新疆维吾尔自治区","和田地区","0","0","0","0"
"20200321","新疆维吾尔自治区","伊犁哈萨克自治州","18","0","18","0"
"20200321","新疆维吾尔自治区","塔城地区","0","0","0","0"
"20200321","新疆维吾尔自治区","阿勒泰地区","0","0","0","0"
"20200321","新疆维吾尔自治区","石河子市","4","0","3","1"
"20200321","新疆维吾尔自治区","阿拉尔市","0","0","0","0"
"20200321","新疆维吾尔自治区","图木舒克市","0","0","0","0"
"20200321","新疆维吾尔自治区","五家渠市","2","0","2","0"
"20200321","新疆维吾尔自治区","北屯市","0","0","0","0"
"20200321","新疆维吾尔自治区","铁门关市","0","0","0","0"
"20200321","新疆维吾尔自治区","双河市","0","0","0","0"
"20200321","新疆维吾尔自治区","可克达拉市","0","0","0","0"
"20200321","新疆维吾尔自治区","昆玉市","0","0","0","0"
"20200321","台湾省","台湾省","153","0","28","2"
"20200321","香港特别行政区","香港特别行政区","273","0","98","4"
"20200321","澳门特别行政区","澳门特别行政区","18","0","10","0"
"20200322","北京市","未公布来源","0","0","372","8"
"20200322","北京市","外地来京","25","0","2","0"
"20200322","北京市","境外输入","99","0","8","0"
"20200322","北京市","东城区","14","0","0","0"
"20200322","北京市","西城区","53","0","0","0"
"20200322","北京市","朝阳区","72","0","0","0"
"20200322","北京市","丰台区","43","0","0","0"
"20200322","北京市","石景山区","14","0","1","0"
"20200322","北京市","海淀区","63","0","0","0"
"20200322","北京市","门头沟区","3","0","0","0"
"20200322","北京市","房山区","16","0","0","0"
"20200322","北京市","通州区","19","0","0","0"
"20200322","北京市","顺义区","10","0","0","0"
"20200322","北京市","昌平区","29","0","1","0"
"20200322","北京市","大兴区","39","0","16","0"
"20200322","北京市","怀柔区","7","0","0","0"
"20200322","北京市","平谷区","0","0","0","0"
"20200322","北京市","密云区","7","0","0","0"
"20200322","北京市","延庆区","1","0","0","0"
"20200322","天津市","外地来津","6","0","6","0"
"20200322","天津市","境外输入","1","0","0","0"
"20200322","天津市","和平区","6","0","6","0"
"20200322","天津市","河东区","15","0","14","1"
"20200322","天津市","河西区","4","0","4","0"
"20200322","天津市","南开区","6","0","6","0"
"20200322","天津市","河北区","12","0","12","0"
"20200322","天津市","红桥区","2","0","2","0"
"20200322","天津市","东丽区","4","0","4","0"
"20200322","天津市","西青区","4","0","4","0"
"20200322","天津市","津南区","2","0","2","0"
"20200322","天津市","北辰区","6","0","6","0"
"20200322","天津市","武清区","2","0","2","0"
"20200322","天津市","宝坻区","60","0","58","2"
"20200322","天津市","滨海新区","3","0","3","0"
"20200322","天津市","宁河区","4","0","4","0"
"20200322","天津市","静海区","0","0","0","0"
"20200322","天津市","蓟州区","0","0","0","0"
"20200322","河北省","境外输入","1","0","0","0"
"20200322","河北省","石家庄市","29","0","29","0"
"20200322","河北省","唐山市","58","0","55","1"
"20200322","河北省","秦皇岛市","10","0","9","1"
"20200322","河北省","邯郸市","32","0","32","0"
"20200322","河北省","邢台市","23","0","22","1"
"20200322","河北省","保定市","32","0","32","0"
"20200322","河北省","张家口市","41","0","41","0"
"20200322","河北省","承德市","7","0","7","0"
"20200322","河北省","沧州市","48","0","45","3"
"20200322","河北省","廊坊市","30","0","30","0"
"20200322","河北省","衡水市","8","0","8","0"
"20200322","山西省","境外输入","0","0","0","0"
"20200322","山西省","太原市","20","0","20","0"
"20200322","山西省","大同市","12","0","12","0"
"20200322","山西省","阳泉市","4","0","4","0"
"20200322","山西省","长治市","8","0","8","0"
"20200322","山西省","晋城市","10","0","10","0"
"20200322","山西省","朔州市","8","0","8","0"
"20200322","山西省","晋中市","37","0","37","0"
"20200322","山西省","运城市","19","0","19","0"
"20200322","山西省","忻州市","7","0","7","0"
"20200322","山西省","临汾市","2","0","2","0"
"20200322","山西省","吕梁市","6","0","6","0"
"20200322","内蒙古自治区","境外输入","0","0","0","0"
"20200322","内蒙古自治区","呼和浩特市","7","0","7","0"
"20200322","内蒙古自治区","包头市","11","0","11","0"
"20200322","内蒙古自治区","乌海市","2","0","2","0"
"20200322","内蒙古自治区","赤峰市","9","0","9","0"
"20200322","内蒙古自治区","通辽市","7","0","7","0"
"20200322","内蒙古自治区","鄂尔多斯市","11","0","11","0"
"20200322","内蒙古自治区","呼伦贝尔市","7","0","7","0"
"20200322","内蒙古自治区","巴彦淖尔市","8","0","7","1"
"20200322","内蒙古自治区","乌兰察布市","3","0","3","0"
"20200322","内蒙古自治区","兴安盟","1","0","1","0"
"20200322","内蒙古自治区","锡林郭勒盟","9","0","9","0"
"20200322","内蒙古自治区","阿拉善盟","0","0","0","0"
"20200322","辽宁省","境外输入","1","0","1","0"
"20200322","辽宁省","沈阳市","28","0","28","0"
"20200322","辽宁省","大连市","19","0","19","0"
"20200322","辽宁省","鞍山市","4","0","4","0"
"20200322","辽宁省","本溪市","3","0","3","0"
"20200322","辽宁省","丹东市","11","0","11","0"
"20200322","辽宁省","锦州市","12","0","12","0"
"20200322","辽宁省","营口市","1","0","1","0"
"20200322","辽宁省","阜新市","8","0","8","0"
"20200322","辽宁省","辽阳市","3","0","3","0"
"20200322","辽宁省","盘锦市","11","0","11","0"
"20200322","辽宁省","铁岭市","7","0","7","0"
"20200322","辽宁省","朝阳市","6","0","5","1"
"20200322","辽宁省","葫芦岛市","12","0","11","1"
"20200322","吉林省","公主岭","6","0","6","0"
"20200322","吉林省","长春市","45","0","45","0"
"20200322","吉林省","吉林市","5","0","5","0"
"20200322","吉林省","四平市","15","0","14","1"
"20200322","吉林省","辽源市","7","0","7","0"
"20200322","吉林省","通化市","6","0","6","0"
"20200322","吉林省","白山市","0","0","0","0"
"20200322","吉林省","松原市","2","0","2","0"
"20200322","吉林省","白城市","1","0","1","0"
"20200322","吉林省","梅河口","1","0","1","0"
"20200322","吉林省","延边朝鲜族自治州","5","0","5","0"
"20200322","黑龙江省","境外输入","2","0","0","0"
"20200322","黑龙江省","哈尔滨市","198","0","194","4"
"20200322","黑龙江省","齐齐哈尔市","43","0","41","1"
"20200322","黑龙江省","鸡西市","46","0","46","0"
"20200322","黑龙江省","鹤岗市","5","0","5","0"
"20200322","黑龙江省","双鸭山市","52","0","49","3"
"20200322","黑龙江省","大庆市","26","0","25","1"
"20200322","黑龙江省","伊春市","1","0","1","0"
"20200322","黑龙江省","佳木斯市","15","0","15","0"
"20200322","黑龙江省","七台河市","17","0","17","0"
"20200322","黑龙江省","牡丹江市","15","0","15","0"
"20200322","黑龙江省","黑河市","14","0","13","0"
"20200322","黑龙江省","绥化市","47","0","43","4"
"20200322","黑龙江省","大兴安岭地区","3","0","2","0"
"20200322","上海市","未公布来源","0","0","1","1"
"20200322","上海市","外地来沪","111","0","106","0"
"20200322","上海市","境外输入","56","0","1","0"
"20200322","上海市","黄浦区","6","0","5","1"
"20200322","上海市","徐汇区","18","0","17","0"
"20200322","上海市","长宁区","13","0","13","0"
"20200322","上海市","静安区","16","0","15","0"
"20200322","上海市","普陀区","11","0","11","0"
"20200322","上海市","虹口区","7","0","7","0"
"20200322","上海市","杨浦区","9","0","9","0"
"20200322","上海市","闵行区","19","0","19","0"
"20200322","上海市","宝山区","21","0","19","1"
"20200322","上海市","嘉定区","9","0","7","1"
"20200322","上海市","浦东新区","61","0","61","0"
"20200322","上海市","金山区","4","0","4","0"
"20200322","上海市","松江区","14","0","14","0"
"20200322","上海市","青浦区","6","0","6","0"
"20200322","上海市","奉贤区","9","0","9","0"
"20200322","上海市","崇明区","4","0","4","0"
"20200322","江苏省","未公布来源","2","0","0","0"
"20200322","江苏省","境外输入","2","0","0","0"
"20200322","江苏省","南京市","93","0","93","0"
"20200322","江苏省","无锡市","55","0","55","0"
"20200322","江苏省","徐州市","79","0","79","0"
"20200322","江苏省","常州市","51","0","51","0"
"20200322","江苏省","苏州市","87","0","87","0"
"20200322","江苏省","南通市","40","0","40","0"
"20200322","江苏省","连云港市","48","0","48","0"
"20200322","江苏省","淮安市","66","0","66","0"
"20200322","江苏省","盐城市","27","0","27","0"
"20200322","江苏省","扬州市","23","0","23","0"
"20200322","江苏省","镇江市","12","0","12","0"
"20200322","江苏省","泰州市","37","0","37","0"
"20200322","江苏省","宿迁市","13","0","13","0"
"20200322","浙江省","省十里丰监狱","36","0","36","0"
"20200322","浙江省","境外输入","20","0","4","0"
"20200322","浙江省","划归外省","0","0","0","0"
"20200322","浙江省","杭州市","181","0","181","0"
"20200322","浙江省","宁波市","157","0","157","0"
"20200322","浙江省","温州市","504","0","503","1"
"20200322","浙江省","嘉兴市","45","0","44","0"
"20200322","浙江省","湖州市","10","0","10","0"
"20200322","浙江省","绍兴市","42","0","42","0"
"20200322","浙江省","金华市","55","0","55","0"
"20200322","浙江省","衢州市","14","0","14","0"
"20200322","浙江省","舟山市","10","0","10","0"
"20200322","浙江省","台州市","146","0","146","0"
"20200322","浙江省","丽水市","17","0","17","0"
"20200322","安徽省","合肥市","174","0","173","1"
"20200322","安徽省","芜湖市","34","0","34","0"
"20200322","安徽省","蚌埠市","160","0","155","5"
"20200322","安徽省","淮南市","27","0","27","0"
"20200322","安徽省","马鞍山市","38","0","38","0"
"20200322","安徽省","淮北市","27","0","27","0"
"20200322","安徽省","铜陵市","29","0","29","0"
"20200322","安徽省","安庆市","83","0","83","0"
"20200322","安徽省","黄山市","9","0","9","0"
"20200322","安徽省","滁州市","13","0","13","0"
"20200322","安徽省","阜阳市","155","0","155","0"
"20200322","安徽省","宿州市","41","0","41","0"
"20200322","安徽省","六安市","69","0","69","0"
"20200322","安徽省","亳州市","108","0","108","0"
"20200322","安徽省","池州市","17","0","17","0"
"20200322","安徽省","宣城市","6","0","6","0"
"20200322","福建省","境外输入","11","0","0","0"
"20200322","福建省","福州市","72","0","71","1"
"20200322","福建省","厦门市","35","0","35","0"
"20200322","福建省","莆田市","56","0","56","0"
"20200322","福建省","三明市","14","0","14","0"
"20200322","福建省","泉州市","47","0","47","0"
"20200322","福建省","漳州市","20","0","20","0"
"20200322","福建省","南平市","20","0","20","0"
"20200322","福建省","龙岩市","6","0","6","0"
"20200322","福建省","宁德市","26","0","26","0"
"20200322","江西省","赣江新区","1","0","1","0"
"20200322","江西省","未公布来源","1","0","0","0"
"20200322","江西省","境外输入","1","0","0","0"
"20200322","江西省","南昌市","230","0","230","0"
"20200322","江西省","景德镇市","6","0","6","0"
"20200322","江西省","萍乡市","33","0","33","0"
"20200322","江西省","九江市","118","0","118","0"
"20200322","江西省","新余市","130","0","130","0"
"20200322","江西省","鹰潭市","18","0","18","0"
"20200322","江西省","赣州市","76","0","75","1"
"20200322","江西省","吉安市","22","0","22","0"
"20200322","江西省","宜春市","106","0","106","0"
"20200322","江西省","抚州市","72","0","72","0"
"20200322","江西省","上饶市","123","0","123","0"
"20200322","山东省","境外输入","7","0","0","0"
"20200322","山东省","济南市","47","0","47","0"
"20200322","山东省","青岛市","61","0","59","1"
"20200322","山东省","淄博市","30","0","29","1"
"20200322","山东省","枣庄市","24","0","24","0"
"20200322","山东省","东营市","0","0","0","0"
"20200322","山东省","烟台市","47","0","47","0"
"20200322","山东省","潍坊市","44","0","44","0"
"20200322","山东省","济宁市","260","0","259","0"
"20200322","山东省","泰安市","35","0","33","2"
"20200322","山东省","威海市","38","0","37","1"
"20200322","山东省","日照市","16","0","16","0"
"20200322","山东省","临沂市","49","0","49","0"
"20200322","山东省","德州市","37","0","35","2"
"20200322","山东省","聊城市","38","0","38","0"
"20200322","山东省","滨州市","15","0","15","0"
"20200322","山东省","菏泽市","18","0","18","0"
"20200322","河南省","境外输入","1","0","0","0"
"20200322","河南省","郑州市","157","0","152","5"
"20200322","河南省","开封市","26","0","26","0"
"20200322","河南省","洛阳市","31","0","30","1"
"20200322","河南省","平顶山市","58","0","57","1"
"20200322","河南省","安阳市","53","0","53","0"
"20200322","河南省","鹤壁市","19","0","19","0"
"20200322","河南省","新乡市","57","0","54","3"
"20200322","河南省","焦作市","32","0","31","1"
"20200322","河南省","濮阳市","17","0","17","0"
"20200322","河南省","许昌市","39","0","38","1"
"20200322","河南省","漯河市","35","0","35","0"
"20200322","河南省","三门峡市","7","0","6","1"
"20200322","河南省","南阳市","156","0","153","3"
"20200322","河南省","商丘市","91","0","88","3"
"20200322","河南省","信阳市","274","0","272","2"
"20200322","河南省","周口市","76","0","75","1"
"20200322","河南省","驻马店市","139","0","139","0"
"20200322","河南省","济源市","5","0","5","0"
"20200322","湖北省","监狱系统","0","0","0","0"
"20200322","湖北省","武汉市","50005","0","42354","2508"
"20200322","湖北省","黄石市","1015","0","973","38"
"20200322","湖北省","十堰市","672","0","663","8"
"20200322","湖北省","宜昌市","931","0","891","36"
"20200322","湖北省","襄阳市","1175","0","1131","39"
"20200322","湖北省","鄂州市","1394","0","1319","59"
"20200322","湖北省","荆门市","928","0","884","39"
"20200322","湖北省","孝感市","3518","0","3366","128"
"20200322","湖北省","荆州市","1580","0","1525","51"
"20200322","湖北省","黄冈市","2907","0","2782","125"
"20200322","湖北省","咸宁市","836","0","821","15"
"20200322","湖北省","随州市","1307","0","1252","45"
"20200322","湖北省","恩施土家族苗族自治州","252","0","245","7"
"20200322","湖北省","仙桃市","575","0","547","22"
"20200322","湖北省","潜江市","198","0","187","9"
"20200322","湖北省","天门市","496","0","481","15"
"20200322","湖北省","神农架林区","11","0","11","0"
"20200322","湖南省","长沙市","242","0","240","2"
"20200322","湖南省","株洲市","80","0","80","0"
"20200322","湖南省","湘潭市","36","0","36","0"
"20200322","湖南省","衡阳市","48","0","48","0"
"20200322","湖南省","邵阳市","102","0","101","1"
"20200322","湖南省","岳阳市","156","0","155","1"
"20200322","湖南省","常德市","82","0","82","0"
"20200322","湖南省","张家界市","5","0","5","0"
"20200322","湖南省","益阳市","60","0","60","0"
"20200322","湖南省","郴州市","39","0","39","0"
"20200322","湖南省","永州市","44","0","44","0"
"20200322","湖南省","怀化市","40","0","40","0"
"20200322","湖南省","娄底市","76","0","76","0"
"20200322","湖南省","湘西土家族苗族自治州","8","0","8","0"
"20200322","广东省","未公布来源","0","0","2","0"
"20200322","广东省","广州市","369","0","335","1"
"20200322","广东省","韶关市","10","0","9","1"
"20200322","广东省","深圳市","439","0","411","3"
"20200322","广东省","珠海市","101","0","97","1"
"20200322","广东省","汕头市","25","0","25","0"
"20200322","广东省","佛山市","87","0","84","0"
"20200322","广东省","江门市","23","0","23","0"
"20200322","广东省","湛江市","23","0","22","0"
"20200322","广东省","茂名市","14","0","14","0"
"20200322","广东省","肇庆市","20","0","18","1"
"20200322","广东省","惠州市","62","0","62","0"
"20200322","广东省","梅州市","17","0","16","0"
"20200322","广东省","汕尾市","5","0","5","0"
"20200322","广东省","河源市","4","0","4","0"
